"school.name","school.city","school.state","school.ownership","school.degrees_awarded.highest","school.degrees_awarded.predominant"
"UEI College-Garden Grove","Garden Grove","CA",3,1,1
"New England Tractor Trailer Training School of Massachusetts","North Andover","MA",3,1,1
"Dewey University-Manati","Manati","PR",2,3,3
"Allen School-Phoenix","Phoenix","AZ",3,1,1
"Oklahoma Technical College","Tulsa","OK",2,2,1
"Unitech Training Academy-Alexandria","Alexandria","LA",3,1,1
"UEI College-Riverside","Riverside","CA",3,1,1
"WellSpring School of Allied Health-Lawrence","Lawrence","KS",3,2,1
"Manuel and Theresa's School of Hair Design-Victoria","Victoria","TX",3,1,1
"Tricoci University of Beauty Culture-Chicago NE","Chicago","IL",3,1,1
"Los Angeles Pacific University","San Dimas","CA",2,4,3
"Avalon Institute-Phoenix","Phoenix","AZ",3,1,1
"Avalon Institute-Layton","Layton","UT",3,1,1
"Aveda Institute-Des Moines","West Des Moines","IA",3,1,1
"Fortis Institute-Lawrenceville","Lawrenceville","NJ",3,1,1
"Relay Graduate School of Education","New York","NY",2,4,1
"Miller-Motte College-Macon","Macon","GA",3,2,1
"South University-Savannah Online","Savannah","GA",3,4,3
"San Joaquin Valley College-Temecula","Temecula","CA",3,2,1
"Whitworth University-Adult Degree Programs","Spokane","WA",2,3,3
"The Colleges of Law at Santa Barbara","Santa Barbara","CA",2,4,4
"Springfield College-Regional Online and Continuing Education","Springfield","MA",2,4,3
"Marian Health Careers Center-Van Nuys Campus","Van Nuys","CA",3,1,1
"Milan Institute-Las Vegas","Las Vegas","NV",3,1,1
"Catholic Distance University","Charles Town","WV",2,4,3
"New York School of Esthetics & Day Spa","white plains","NY",3,1,1
"Finger Lakes Health College of Nursing & Health Sciences","Geneva","NY",2,2,2
"ASI Career Institute","Turnersville","NJ",3,1,1
"Christine Valmy International School of Esthetics & Cosmetology","Pine Brook","NJ",3,1,1
"Paul Mitchell the School-Arlington","Arlington","TX",3,1,1
"Rocky Mountain University of Health Professions","Provo","UT",3,4,4
"Paul Mitchell the School-Fort Myers","Fort Myers","FL",3,1,1
"Paul Mitchell the School-Raleigh","Raleigh","NC",3,1,1
"CUNY Stella and Charles Guttman Community College","New York","NY",1,2,2
"Lil Lou's Beauty and Barber College","Gary","IN",3,1,1
"Criswell College","Dallas","TX",2,4,3
"Beverly Hills Design Institute","Beverly Hills","CA",3,3,3
"Reflections Academy of Beauty","Decatur","IL",3,1,1
"UCAS University of Cosmetology Arts & Sciences-La Joya","La Joya","TX",3,1,1
"Annenberg School of Nursing","Reseda","CA",2,1,1
"American Medical Academy","Miami","FL",3,2,1
"Tooele Technical College","Tooele","UT",1,1,1
"Chamberlain University-Georgia","Sandy Springs","GA",3,3,3
"Chamberlain University-Indiana","Indianapolis","IN",3,3,3
"Sessions College for Professional Design","Tempe","AZ",3,3,1
"Tulsa Welding School-Jacksonville","Jacksonville","FL",3,1,1
"Empire Beauty School-Virginia Beach","Virginia Beach","VA",3,1,1
"Ross Medical Education Center-Morgantown","Morgantown","WV",3,1,1
"Miami Ad School-New York","Astoria","NY",3,1,1
"Larry's Barber College","Chicago","IL",3,1,1
"Futura Career Institute","Hialeah","FL",3,1,1
"Vogue College of Cosmetology-San Antonio Fredericksburg","San Antonio","TX",3,1,1
"Vogue College of Cosmetology","San Antonio","TX",3,1,1
"Tomorrow's Image Barber And Beauty Academy of Virginia","Newport News","VA",3,1,1
"Medical Allied Career Center","Santa Fe Springs","CA",3,1,1
"Bais HaMedrash and Mesivta of Baltimore","Baltimore","MD",2,3,3
"Barber & Beauty Institute of New York","Hempstead","NY",3,1,1
"Salon Institute-Toledo Campus","Toledo","OH",3,1,1
"Athena Career Academy","Toledo","OH",3,2,1
"Yeshiva Gedolah Zichron Leyma","Union","NJ",2,3,3
"The Barber School","Midvale","UT",3,1,1
"Be'er Yaakov Talmudic Seminary","Spring Valley","NY",2,3,3
"Rio Grande Valley College","Pharr","TX",3,2,1
"Alexander Academy","Lunenburg","MA",3,1,1
"Aveda Institute-Tucson","Tucson","AZ",3,1,1
"Diamond Beauty College","South El Monte","CA",3,1,1
"Unitek College","South San Francisco","CA",3,1,1
"University Academy of Hair Design","Tuscaloosa","AL",3,1,1
"Florida Institute of Recording Sound and Technology","Orlando","FL",3,1,1
"Paul Mitchell the School-Reno","Reno","NV",3,1,1
"Boise Barber College","Boise","ID",3,1,1
"Austin Kade Academy","Idaho Falls","ID",3,1,1
"Aesthetic Science Institute","Latham","NY",3,1,1
"Elaine Sterling Institute","Atlanta","GA",3,1,1
"Wade Gordon Hairdressing Academy","Amarillo","TX",3,1,1
"Mitsu Sato Hair Academy","Overland Park","KS",3,1,1
"FVI School of Nursing and Technology","Miami","FL",3,2,1
"Colorado State University Global","Aurora","CO",1,4,3
"Paul Mitchell the School-Overland Park","Overland Park","KS",3,1,1
"Medspa Academies","South Jordan","UT",3,1,1
"Brighton Institute of Cosmetology","Brighton","MI",3,1,1
"West Coast University-Dallas","Richardson","TX",3,4,3
"Evangel University-James River Assembly of God Church","Ozark","MO",2,2,2
"Empire Beauty School-Savannah","Savannah","GA",3,1,1
"Ogle School Hair Skin Nails-Denton","Denton","TX",3,1,1
"Empire Beauty School-West Greensboro","Greensboro","NC",3,1,1
"Hays Academy of Hair Design","Salina","KS",3,1,1
"Bellus Academy","Manhattan","KS",3,1,1
"MotoRing Technical Training Institute","East Providence","RI",3,1,1
"Unitek College","Hayward","CA",3,1,1
"Pennsylvania State University-World Campus","University Park","PA",1,4,3
"Medical Career Institute","Ocean","NJ",3,1,1
"Advance Beauty Techs Academy","San Jacinto","CA",3,1,1
"Elevate Salon Institute-Westminster","Westminster","CO",3,1,1
"Brand College","Glendale","CA",3,1,1
"Hinton Barber and Beauty College","Vallejo","CA",3,1,1
"Advanced Career Institute","Visalia","CA",3,1,1
"Digital Film Academy","New York","NY",3,2,1
"MyComputerCareer at Raleigh","Raleigh","NC",3,2,1
"South University-Austin","Round Rock","TX",3,4,3
"Bryant & Stratton College-Online","Orchard Park","NY",2,3,2
"Ogle School Hair Skin Nails-San Antonio","San Antonio","TX",3,1,1
"Ideal Beauty Academy","Louisville","KY",3,1,1
"Warner Pacific University Professional and Graduate Studies","Portland","OR",2,4,3
"Platt College-Riverside","Riverside","CA",3,3,2
"Empire Beauty School-Glen Burnie","Glen Burnie","MD",3,1,1
"UEI College-Stockton","Stockton","CA",3,1,1
"Ross Medical Education Center-Dayton","Dayton","OH",3,1,1
"Ross Medical Education Center-Ontario","Ontario","OH",3,1,1
"Ross Medical Education Center-Bowling Green","Bowling Green","KY",3,1,1
"Florida Institute of Technology-Online","Melbourne","FL",2,4,3
"Rasmussen University-Kansas","Topeka","KS",3,3,2
"School of Missionary Aviation Technology","Ionia","MI",2,1,1
"California Miramar University","San Diego","CA",3,4,3
"Rocky Vista University","Parker","CO",3,4,4
"The College of Health Care Professions-Dallas","Dallas","TX",3,2,1
"The College of Health Care Professions-Fort Worth","Fort Worth","TX",3,2,1
"Shear Finesse Beauty Academy","Jacksonville","FL",3,1,1
"Miami Media School","Doral","FL",3,2,1
"Academy of Salon Professionals","Sedalia","MO",3,1,1
"CyberTex Institute of Technology","Austin","TX",3,1,1
"New England Tractor Trailer Training School of CT-Bridgeport","Bridgeport","CT",3,1,1
"Designer Barber & Stylist School","Fort Smith","AR",3,1,1
"College of the Muscogee Nation","Okmulgee","OK",1,2,2
"The Salon Professional Academy-Huntsville","Huntsville","AL",3,1,1
"Midwives College of Utah","Salt Lake City","UT",2,4,3
"Aspen Beauty Academy of Laurel","Laurel","MD",3,1,1
"M T Training Center","Grand Prairie","TX",3,1,1
"Berks Career & Technology Center","Leesport","PA",1,1,1
"Future Generations University","Franklin","WV",2,4,4
"Carthage R9 School District-Carthage Technical Center","Carthage","MO",1,1,1
"Grace Mission University","Fullerton","CA",2,4,3
"World A Cuts Barber Institute","York","PA",3,0,1
"Verve College","Oak Brook","IL",3,1,1
"Sotheby's Institute of Art-NY","New York","NY",3,4,4
"Top Nails & Hair Beauty School","Taylorsville","UT",3,1,1
"Santa Ana Beauty College","Santa Ana","CA",3,1,1
"Shepherds College","Union Grove","WI",2,1,1
"Woodruff Medical and Wellness Training","Tucker","GA",3,1,1
"Helms College","Augusta","GA",2,2,1
"Ukiah Adult School","Ukiah","CA",1,1,1
"Riverside County Office of Education-School of Career Education","Riverside","CA",1,1,1
"Institute of Health Sciences","Hunt Valley","MD",3,1,1
"Mid-South Christian College","Memphis","TN",2,3,3
"New York Institute of Beauty","Islandia","NY",3,1,1
"Ultrasound Medical Institute","Royal Palm Beach","FL",3,2,2
"Xavier College School of Nursing","Stockton","CA",3,2,1
"Lawrence & Company College of Cosmetology","Hanford","CA",3,1,1
"Kaizen Beauty Academy","Pembroke Pines","FL",3,1,1
"Sharp Edgez Barber Institute","Rochester","NY",3,1,1
"The Salon Professional Academy-Nashville","Nashville","TN",3,1,1
"Prestige Health & Beauty Sciences Academy","Hallandale Beach","FL",3,1,1
"California Career Institute","Anaheim","CA",3,1,1
"Grace School of Theology","Conroe","TX",2,4,3
"Yeshiva Gedolah Kesser Torah","Monsey","NY",2,3,3
"Universal Training Institute","Perth Amboy","NJ",3,1,1
"Yeshiva Yesodei Hatorah","Lakewood","NJ",2,3,3
"Center for the Healing Arts","Voorhees","NJ",3,1,1
"Bonnie Joseph Academy of Cosmetology & Barbering","Heber City","UT",3,1,1
"Healthcare Training Institute","Kenner","LA",3,1,1
"J D Academy of Salon and Spa","Danville","CA",3,1,1
"Boca Beauty Academy","Boca Raton","FL",3,1,1
"City Pointe Beauty Academy","Webb City","MO",3,1,1
"The Chrysm Institute of Esthetics","Virginia Beach","VA",3,1,1
"Sanford Burnham Prebys Medical Discovery Institute","La Jolla","CA",2,4,4
"Belle Academy of Cosmetology LLC","Waterbury","CT",3,1,1
"Empire Beauty School-Augusta","Augusta","GA",3,1,1
"South University-High Point","High Point","NC",3,4,3
"Empire Beauty School-Vernon Hills","Vernon Hills","IL",3,1,1
"Empire Beauty School-Stone Park","Stone Park","IL",3,1,1
"San Joaquin Valley College-Lancaster","Lancaster","CA",3,2,1
"Empire Beauty School-Rochester","Rochester","NY",3,1,1
"Ross Medical Education Center-Kokomo","Kokomo","IN",3,1,1
"Ross Medical Education Center-Erlanger","Erlanger","KY",3,1,1
"Ross Medical Education Center-Charleston","Charleston","WV",3,1,1
"InterCoast Colleges-Fairfield","Fairfield","CA",3,1,1
"Southern Careers Institute-San Antonio","San Antonio","TX",3,2,1
"Milan Institute-Merced","Merced","CA",3,1,1
"Midwest Technical Institute-Missouri","Springfield","MO",3,1,1
"Augusta University","Augusta","GA",1,4,3
"Middle Georgia State University","Macon","GA",1,4,3
"Trenz Beauty Academy","Calumet City","IL",3,1,1
"Paul Mitchell the School-Denver","Lakewood","CO",3,1,1
"Academy of Interactive Entertainment","Seattle","WA",2,1,1
"Arrojo Cosmetology School","New York","NY",3,1,1
"Cosmetology Academy of Texarkana","Texarkana","TX",3,1,1
"Veritas Baptist College","Lawrenceburg","IN",2,4,3
"Lynnes Welding Training","Fargo","ND",3,1,1
"Aviation Institute of Maintenance-Las Vegas","Las Vegas","NV",3,1,1
"UEI College-Bakersfield","Bakersfield","CA",3,1,1
"DeVry College of New York","New York","NY",3,4,3
"DeVry University-Arizona","Phoenix","AZ",3,4,3
"DeVry University-California","Ontario","CA",3,4,3
"DeVry University-Florida","Orlando","FL",3,4,3
"DeVry University-Georgia","Decatur","GA",3,4,3
"DeVry University-Illinois","Lisle","IL",3,4,1
"DeVry University-Nevada","Henderson","NV",3,3,3
"DeVry University-New Jersey","Iselin","NJ",3,4,3
"DeVry University-Ohio","Columbus","OH",3,4,3
"DeVry University-Texas","Irving","TX",3,4,3
"DeVry University-Virginia","Arlington","VA",3,4,3
"University of North Georgia","Dahlonega","GA",1,4,3
"South Georgia State College","Douglas","GA",1,3,2
"Northeastern University Professional Programs","Boston","MA",2,4,3
"Florida Polytechnic University","Lakeland","FL",1,4,3
"American Institute-Toms River","Toms River","NJ",3,1,1
"Alamo City Barber College","San Antonio","TX",3,1,1
"Arizona College-Mesa","Mesa","AZ",3,1,1
"American College of Healthcare and Technology","Huntington Park","CA",3,1,1
"Antioch College","Yellow Springs","OH",2,3,3
"Texas A&M University-Central Texas","Killeen","TX",1,4,3
"Central Georgia Technical College","Warner Robins","GA",1,2,1
"Barber School of Pittsburgh","Pittsburgh","PA",3,1,1
"Innovate Salon Academy","South Plainfield","NJ",3,1,1
"Arizona State University Digital Immersion","Scottsdale","AZ",1,4,3
"Louisiana Delta Community College","Monroe","LA",1,2,1
"The Fab School","Rancho Cucamonga","CA",3,1,1
"Networks Barber College","Calumet City","IL",3,1,1
"JB's Hair Design and Barber College","Oklahoma City","OK",3,1,1
"Paul Mitchell the School-Lombard","Lombard","IL",3,1,1
"Paul Mitchell the School-Greenville","Greenville","SC",3,1,1
"Barber and Beauty Academy of Pennsylvania","Harrisburg","PA",3,1,1
"Delta College of Arts & Technology-Lafayette Campus","Lafayette","LA",3,1,1
"Delta College-Slidell Campus","Slidell","LA",3,1,1
"Integrity College of Health","Pasadena","CA",3,3,1
"Electrical and HVAC/R Training Center","Copiague","NY",3,1,1
"Alexander Paul Institute of Hair Design","Greenville","NC",3,1,1
"More Tech Institute","Hialeah","FL",3,1,1
"Dorsey College-Dearborn","Detroit","MI",3,1,1
"Neecee's Barber College","Abilene","TX",3,1,1
"Bella Cosmetology and Barber College","Greenville","TX",3,1,1
"Franklin Hair Academy School of Cosmetology","Franklin","TN",3,1,1
"Ana G. Mendez University","Orlando","FL",2,4,3
"Ohio Institute of Allied Health","Huber Heights","OH",2,2,1
"Access Careers","Hempstead","NY",3,1,1
"Luckes Beauty Academy LLC","Newport  News","VA",3,1,1
"Total Transformation Institute of Cosmetology","San Marcos","TX",3,1,1
"Vibe Barber College","Memphis","TN",3,1,1
"Champ's Barber School","Lancaster","PA",3,1,1
"Washington University of Science and Technology","Vienna","VA",3,4,3
"East-West Healing Arts Institute","Madison","WI",3,1,1
"Standard Healthcare Services-College of Nursing","Falls Church","VA",3,2,1
"Philadelphia Technician Training","Philadelphia","PA",2,1,1
"Grace International Beauty School","Flushing","NY",3,1,1
"Alliance Computing Solutions","Flushing","NY",3,1,1
"InterAmerican Technical Institute","Miami","FL",3,1,1
"Bay Area Medical Academy","San Francisco","CA",3,1,1
"Mind Body Institute","Madison","TN",3,1,1
"Parisian Spa Institute","Jacksonville","FL",3,1,1
"Creative Touch Cosmetology School","Waterloo","IL",3,1,1
"LaBarberia Institute of Hair","Mayfield Hts","OH",3,1,1
"Bos-Man's Barber College","Shreveport","LA",3,1,1
"Lawrence & Company College of Cosmetology","Selma","CA",3,1,1
"Alabama College of Osteopathic Medicine","Dothan","AL",2,4,4
"High Desert Medical College","Lancaster","CA",3,2,1
"Paul Mitchell the School-Schenectady","Schenectady","NY",3,1,1
"Beyond Measure Barbering Institute","Mebane","NC",3,1,1
"Barber Institute of Texas","Longview","TX",3,1,1
"Jupiter Beauty Academy","Boston","MA",3,1,1
"MedQuest College","Louisville","KY",3,2,1
"First Coast Barber Academy","Jacksonville","FL",3,1,1
"Debutantes School of Cosmetology and Nail Technology","Dekalb","IL",3,1,1
"Paul Mitchell the School-Farmington Hills","Farmington Hills","MI",3,1,1
"Paul Mitchell the School-Merrillville","Merrillville","IN",3,1,1
"TIGI Hairdressing Academy Newtown","Newtown","CT",3,1,1
"Yahweh Beauty Academy","Killeen","TX",3,1,1
"Arizona School of Integrative Studies","Mesa","AZ",3,1,1
"Lee Professional Institute","Fort Myers","FL",3,1,1
"Park Place Premier Barber School","New Orleans","LA",3,1,1
"The Salon Professional Academy-San Jose","San Jose","CA",3,1,1
"Tri-Community Adult Education","Covina","CA",1,1,1
"Ross Medical Education Center-Owensboro","Owensboro","KY",3,1,1
"Ross Medical Education Center-Evansville","Evansville","IN",3,1,1
"Ross Medical Education Center-Johnson City","Johnson City","TN",3,1,1
"North-West College-Anaheim","Anaheim","CA",3,1,1
"North-West College-Long Beach","Long Beach","CA",3,1,1
"Taylor Andrews Academy of Hair Design-Provo","Provo","UT",3,1,1
"University of Florida-Online","Gainesville","FL",1,3,3
"Ogle School Hair Skin Nails-Stafford","Stafford","TX",3,1,1
"University of Phoenix-Arizona","Phoenix","AZ",3,4,3
"University of Phoenix-California","Ontario","CA",3,4,3
"University of Phoenix-Nevada","Las Vegas","NV",3,3,3
"University of Phoenix-Texas","Dallas","TX",3,4,3
"Minerva University","San Francisco","CA",2,4,3
"University of West Los Angeles","Inglewood","CA",3,4,3
"Rabbinical College Ohr Yisroel","Brooklyn","NY",2,3,3
"Aveda Institute-Phoenix","Tempe","AZ",3,1,1
"University of North Texas at Dallas","Dallas","TX",1,4,3
"Dermal Science International Aesthetics and Nail Academy","Reston","VA",3,1,1
"BridgeValley Community & Technical College","South  Charleston","WV",1,2,2
"Northwest College-Medford","Medford","OR",3,1,1
"Houston Training Schools-Gessner","Houston","TX",3,1,1
"Empire Beauty School-Buffalo","Cheektowaga","NY",3,1,1
"Paul Mitchell the School-Toledo","Sylvania","OH",3,1,1
"Georgia Military College","Milledgeville","GA",1,3,2
"Beau Monde Academy of Barbering and Cosmetology","Portland","OR",3,1,1
"Fountain of Youth Academy of Cosmetology","Pittsburgh","PA",3,1,1
"West Coast University-Miami","Doral","FL",3,3,3
"Aparicio-Levy Technical College","Tampa","FL",1,1,1
"The Vocational Nursing Institute Inc","Houston","TX",2,1,1
"Hollywood Institute of Beauty Careers-West Palm Beach","West Palm Beach","FL",3,1,1
"Hollywood Institute of Beauty Careers-Casselberry","Casselberry","FL",3,1,1
"Empire Beauty School-Cheltenham","Wyncote","PA",3,1,1
"High Tech High Graduate School of Education","San Diego","CA",2,4,4
"Coachella Valley Beauty College-Hemet","Hemet","CA",3,1,1
"Coastal Pines Technical College","Waycross","GA",1,2,1
"Studio Beauty School","Spokane Valley","WA",3,1,1
"Latin Beauty Academy","greenacres","FL",3,1,1
"Associated Barber College of San Diego","San Diego","CA",3,1,1
"ABCO Technology","Inglewood","CA",3,1,1
"Lionel University","Carpinteria","CA",3,3,2
"California Intercontinental University","Sioux Falls","SD",3,4,3
"Infinity College","Lafayette","LA",3,2,1
"Universal Healthcare Careers College","Los Angeles","CA",3,1,1
"New Beginnings Beauty Academy","Pine Bluff","AR",3,1,1
"Dolce The Academy","Waterbury","CT",3,1,1
"American College of the Building Arts","Charleston","SC",2,3,3
"River Valley School of Massage","Russellville","AR",3,1,1
"Atlantis University","Miami","FL",3,4,3
"Westchester School for Medical & Dental Assistants","Ardsley","NY",3,1,1
"Studio Incamminati","Philadelphia","PA",2,1,1
"Salon Boutique Academy","Addison","TX",3,1,1
"GA Beauty & Barber School","McAllen","TX",3,1,1
"The Recording Conservatory of Austin","Austin","TX",3,2,1
"VH Barber & Styling Academy","Bossier City","LA",3,1,1
"Bet Medrash Gadol Ateret Torah","Brooklyn","NY",2,3,3
"Yeshiva Ohr Yisrael","Brooklyn","NY",2,3,3
"Yeshiva Sholom Shachna","Brooklyn","NY",2,3,3
"Bethlehem College & Seminary","Minneapolis","MN",2,4,3
"Elmezzi Graduate School of Molecular Medicine","Manhasset","NY",2,4,4
"Theatre of Arts","Hollywood","CA",3,2,2
"Westchester College of Nursing & Allied Health","Los Angeles","CA",3,0,1
"Treasure Coast Technical College","Vero Beach","FL",1,1,1
"American College of Barbering","Louisville","KY",3,1,1
"Beth Medrash Meor Yitzchok","Monsey","NY",2,3,2
"Mingo Extended Learning Center","Delbarton","WV",1,1,1
"San Ignacio University","Doral","FL",3,4,3
"ZMS The Academy","Los Angeles","CA",3,1,1
"Valor Christian College","Canal Winchester","OH",2,3,2
"Bethany Global University","Bloomington","MN",2,4,3
"HVAC Technical Institute","Chicago","IL",3,1,1
"United International College","Miramar","FL",3,4,3
"San Francisco Film School","San Francisco","CA",3,2,1
"Center for Ultrasound Research & Education","White Plains","NY",3,1,1
"Culinary Tech Center","White Plains","NY",3,1,1
"Randolph Technical Center","Elkins","WV",1,1,1
"AMG School of Nursing","Brooklyn","NY",3,2,1
"Saint Michael College of Allied Health","Washington","DC",3,2,1
"Presidio Graduate School","San Francisco","CA",2,4,4
"Sandra Academy of Salon Services","New Tazewell","TN",3,1,1
"California Jazz Conservatory","Berkeley","CA",2,3,3
"California Barber and Beauty College","San Diego","CA",3,1,1
"Laredo CHI Academy Beauty School","Laredo","TX",3,1,1
"Florida International Training Institute","Miami","FL",3,1,1
"Gould's Academy","Memphis","TN",3,1,1
"Aviation Institute of Maintenance-Fremont","Fremont","CA",3,1,1
"Paul Mitchell the School-Tulsa","Tulsa","OK",3,1,1
"PPG Technical College","Caguas","PR",3,1,1
"Academy of Professional Cosmetology","Rogers","AR",3,1,1
"Empire Beauty School-Northlake","Atlanta","GA",3,1,1
"Ross Medical Education Center-Huntsville","Huntsville","AL",3,1,1
"Ross Medical Education Center-Knoxville","Knoxville","TN",3,1,1
"Ross Medical Education Center-Muncie","Muncie","IN",3,1,1
"Cortiva Institute-Arlington","Arlington","TX",3,1,1
"Tulsa Welding School-Houston","Houston","TX",3,1,1
"Pima Medical Institute-El Paso","El Paso","TX",3,2,1
"Pima Medical Institute-Phoenix","Phoenix","AZ",3,2,1
"Kennesaw State University","Kennesaw","GA",1,4,3
"Entourage Institute of Beauty and Esthetics","Lincoln","NE",3,1,1
"Eastern Suffolk BOCES","Riverhead","NY",1,1,1
"Eastern Suffolk BOCES","Oakdale","NY",1,1,1
"Milligan University","Milligan","TN",2,4,3
"Chamberlain University-Nevada","Las Vegas","NV",3,3,3
"Chamberlain University-Michigan","Troy","MI",3,3,3
"Chamberlain University-New Jersey","North Brunswick","NJ",3,3,3
"Paul Mitchell the School-Madison","Madison","WI",3,1,1
"The University of Tennessee Health Science Center","Memphis","TN",1,4,3
"Unitech Training Academy-New Orleans","New Orleans","LA",3,1,1
"Wade Gordon Hairdressing Academy-Lubbock","Lubbock","TX",3,1,1
"Protege Academy","Mt. Pleasant","MI",3,1,1
"Emory University-Oxford College","Oxford","GA",2,2,2
"The Chicago School at Xavier University of Louisiana","New Orleans","LA",2,4,4
"Southern Regional Technical College","Thomasville","GA",1,2,1
"Texas College of Cosmetology-Lubbock","Lubbock","TX",3,1,1
"Fortis College-Cuyahoga Falls","Cuyahoga Falls","OH",3,2,1
"Jones Technical Institute","Jacksonville","FL",2,2,2
"Texas State Technical College","Waco","TX",1,2,2
"Aveda Institute Portland-Vancouver Campus","Vancouver","WA",3,1,1
"Arizona College of Nursing-Las Vegas","Las Vegas","NV",3,3,3
"Florida Career College-Pembroke Pines","Pembroke Pines","FL",3,1,1
"Florida Career College-West Palm Beach","West Palm Beach","FL",3,1,1
"Florida Career College-Hialeah","Hialeah","FL",3,2,1
"Florida Career College-Lauderdale Lakes","Lauderdale Lakes","FL",3,2,1
"Florida Career College-Tampa","Tampa","FL",3,1,1
"Florida Career College-Jacksonville","Jacksonville","FL",3,1,1
"Florida Career College-Boynton Beach","Boynton Beach","FL",3,2,1
"Florida Career College-Margate","Margate","FL",3,2,1
"Florida Career College-Orlando","Orlando","FL",3,1,1
"UEI College-Phoenix","Phoenix","AZ",3,1,1
"Florida Career College-Houston","Houston","TX",3,2,1
"Aveda Institute-Madison","Madison","WI",3,1,1
"Husson University","Bangor","ME",2,4,3
"Tricoci University of Beauty Culture-Elgin","Elgin","IL",3,1,1
"Concorde Career College-Southaven","Southaven","MS",3,2,1
"Universal Technical Institute-Southern California","Long Beach","CA",3,2,2
"Northwest University-Center for Online and Extended Education","Kirkland","WA",2,4,3
"Celebrity Barber School","Monroe","LA",3,1,1
"California Institute of Advanced Management","Alhambra","CA",2,4,4
"Academy of Interactive Entertainment","Lafayette","LA",2,2,2
"The Temple Annapolis-A Paul Mitchell Partner School","Annapolis","MD",3,1,1
"Yeshiva Zichron Aryeh","Far Rockaway","NY",2,3,3
"Butte County Regional Occupational Program","Chico","CA",1,1,1
"Arclabs","Piedmont","SC",3,1,1
"Top of the Line Barber College","Charleston","SC",3,1,1
"Midfield Institute of Cosmetology","Midfield","AL",2,1,1
"American Institute of Alternative Medicine","East Brunswick","NJ",3,1,1
"Felbry College","Columbus","OH",3,3,2
"Regional Center for Border Health","Somerton","AZ",2,1,1
"Kentucky Horseshoeing School","Richmond","KY",3,1,1
"Image Maker Beauty Institute","Hendersonville","TN",3,1,1
"Dalton Institute of Esthetics and Cosmetology","Dalton","GA",3,1,1
"CAAN Academy of Nursing","Matteson","IL",2,2,1
"Martinsburg College","Martinsburg","WV",3,2,1
"Alhambra Medical University","Alhambra","CA",3,4,4
"Central Yeshiva Beth Joseph","Brooklyn","NY",2,3,3
"Garden State Science and Technology Institute","Jersey City","NJ",3,1,1
"Barber Tech Academy","Orangeburg","SC",3,1,1
"Abraham Lincoln University","Glendale","CA",3,4,3
"Med College","Hialeah","FL",3,2,2
"Sonoran Desert Institute","Tempe","AZ",3,2,1
"Natural Images Beauty College","Clute","TX",3,1,1
"Textures Institute of Cosmetology","Indianapolis","IN",3,1,1
"Williams Technical College","Houma","LA",3,1,1
"PiBerry Institute","Homestead","FL",3,1,1
"Ea La Mar's Cosmetology & Barber College","Kansas City","MO",3,1,1
"Regina Webb Academy","Bowling Green","KY",3,1,1
"DeHart Technical School","Modesto","CA",3,1,1
"Medical Career & Technical College","Richmond","KY",3,1,1
"Center for Neurosomatic Studies","Clearwater","FL",3,1,1
"Focus Personal Training Institute","New York","NY",3,1,1
"Hair Academy School of Barbering & Beauty","Newark","DE",3,1,1
"Fosbre Academy of Hair Design","Olympia","WA",3,1,1
"National Personal Training Institute","Orlando","FL",3,1,1
"Mission Beauty Institute","Mission","TX",3,1,1
"Elim Bible Institute and College","Lima","NY",2,3,3
"Beth Medrash of Asbury Park","Lakewood","NJ",2,3,3
"Hope College of Arts and Sciences","Pompano Beach","FL",3,2,2
"Yeshiva Gedolah Shaarei Shmuel","Lakewood","NJ",2,2,2
"Premier Barber Institute","Norristown","PA",3,1,1
"International Beauty Education Center","Airway Heights","WA",3,1,1
"Claremont Lincoln University","Claremont","CA",2,4,4
"Phipps Academy of Barbering","Richton Park","IL",3,1,1
"Hoss Lee Academy","Roseville","CA",3,1,1
"Indiana Wellness College","Carmel","IN",3,1,1
"Kenny's Academy of Barbering","Indianapolis","IN",3,1,1
"Seattle Film Institute","Seattle","WA",3,4,3
"Arkansas Colleges of Health Education","Fort Smith","AR",2,4,4
"Burrell College of Osteopathic Medicine","Las Cruces","NM",3,4,4
"California College of Music","Pasadena","CA",3,1,1
"California Health Sciences University","Clovis","CA",3,4,4
"Christian Culinary Academy","Cannon Beach","OR",2,1,1
"Glitz School of Cosmetology","Las Cruces","NM",3,1,1
"Indiana Wesleyan University-National & Global","Marion","IN",2,4,3
"NationsUniversity","New Orleans","LA",2,4,1
"Northeast Lakeview College","Universal City","TX",1,2,2
"Paul Mitchell the School-Jessup","Jessup","MD",3,1,1
"John Patrick University of Health and Applied Sciences","South Bend","IN",3,4,3
"University of Saint Katherine","San Marcos","CA",2,4,3
"Teachers College of San Joaquin","Stockton","CA",1,4,1
"U.S. Truck Driver Training School","Sterling Heights","MI",3,1,1
"University of the People","Pasadena","CA",2,4,2
"South Dade Technical College-South Dade Skills Center Campus","HOMESTEAD","FL",1,1,1
"Wongu University of Oriental Medicine","Las Vegas","NV",2,4,4
"Alabama School of Nail Technology & Cosmetology","Jackson","AL",3,1,1
"Tulsa Technology Center","Tulsa","OK",1,1,1
"Ross Medical Education Center-Elyria","Elyria","OH",3,1,1
"Ross Medical Education Center-Lafayette","Lafayette","IN",3,1,1
"Ross Medical Education Center-Midland","Midland","MI",3,1,1
"Paul Mitchell the School-Clear Lake","Webster","TX",3,1,1
