"","date","locality","state","school.name","location","title","event_type","organizations","participants","claims_summary","size_mean","year","schools","method","school.city","school.state","school.ownership","school.degrees_awarded.highest","state_politics","public","region","pal","arrests"
"827",2024-10-06,"denver","co","University of Denver","university of denver",NA,NA,"University of Denver Hillel","students; community members","in commemoration of the anniversary of the October 7th attack on Israel;in solidarity with Israel",NA,2024,NA,"Chenoweth","Denver","CO",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"828",2024-10-06,"evanston","il","Northwestern University","northwestern university",NA,NA,"JVP Northwestern University","students","in remembrance of victims of Israel's crimes in Palestine and all other countries;against genocide in Gaza;for Palestinian liberation",20,2024,NA,"Chenoweth","Evanston","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"829",2024-10-06,"evanston","il","Northwestern University","northwestern university",NA,NA,"Northwestern SJP; JVP Northwestern University","students","in remembrance of lives lost in Israel's attacks on Palestine and Lebanon and Syria;for Palestinian liberation",35,2024,NA,"Chenoweth","Evanston","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"830",2024-10-06,"bloomington","in","Indiana University-Bloomington","indiana university","Storm Area 51 [strikethrough] Sample Gates, They Can't Stop All of Us",NA,"IU Divestment Coalition",NA,"for divesting Indiana University from Israel;against restrictions on protest activity at Indiana University;against genocide in Gaza;for Palestinian liberation;for freedeom of speech and assembly",NA,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"831",2024-10-06,"princeton","nj","Princeton University","princeton university",NA,NA,"Princeton SJP; Princeton Israeli Apartheid Divest","students","against genocide in Gaza;for Palestinian liberation",15,2024,NA,"Chenoweth","Princeton","NJ",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"832",2024-10-06,"ithaca","ny","Ithaca College","ithaca college","Vigil in Memory of October 7th",NA,"Ithacans for Israel; Cornellians for Israel; Chabad at Ithaca College","students; faculty; staff","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",30,2024,NA,"Chenoweth","Ithaca","NY",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"833",2024-10-06,"new york","ny","CUNY Bernard M Baruch College","baruch college, manhattan",NA,NA,"NYC Revolutionary Youth",NA,"in commemoration of the Al-Aqsa Flood;against genocide in Gaza;against police presence on Baruch College campus;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NY",1,4,"Democratic-State","Public","northeast","Gaza Related","No Arrests"
"834",2024-10-06,"new york","ny","Columbia University in the City of New York","columbia university, manhattan","All Our Martyrs Have a Name",NA,"Columbia SJP; Columbia University Apartheid Divest","students","in remembrance of Palestinians killed in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"835",2024-10-06,"poughkeepsie","ny","Vassar College","vassar college","1 Year of Continued Genocide, 1 Year of Resistance",NA,"Poughkeepsie 4 Palestine; Vassar SJP",NA,"against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Poughkeepsie","NY",2,3,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"836",2024-10-06,"spokane","wa","Gonzaga University","gonzaga university",NA,NA,NA,"students; faculty; community members","in remembrance of all lives lost in Israeli-Palestinian conflict;for safe release of all hostages;against Israeli occupation;for peace",NA,2024,NA,"Chenoweth","Spokane","WA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"837",2024-10-07,"arcata","ca","California State Polytechnic University-Humboldt","california polytechnic state university humboldt",NA,NA,"Humboldt for Palestine","students; faculty; staff","for divesting California State Polytechnic University Humboldt from Israel;for ending U.S. aid to Israel;for academic boycott of Israel;for ending repression of pro-Palestinian student protesters;for arms embargo on Israel;against genocide in Gaza;for Palestinian liberation",90,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"838",2024-10-07,"arcata","ca","California State Polytechnic University-Humboldt","california polytechnic state university humboldt",NA,NA,"Chabad at Cal Poly Humboldt","students","against pro-Palestine demonstration;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"839",2024-10-07,"claremont","ca","Pitzer College","pitzer college","Every Life, a Universe",NA,"Claremont JVP",NA,"in remembrance of Palestinian and Israeli life;for Palestinian and Jewish safety;for Palestinian liberation",NA,2024,NA,"Chenoweth","Claremont","CA",2,3,"Democratic-State","Private","west","Gaza Related","No Arrests"
"840",2024-10-07,"claremont","ca","Pomona College","pomona college",NA,NA,"Pomona Divest from Apartheid; 7C Staff for Palestine; 5C Student & Worker Alliance; Claremont Graduate Students 4 a Free Palestine; Claremont SJP; Mudders Against Murder","students","in remembrance of people killed in Israel's attacks in Lebanon and Palestine;in solidarity with oppressed people around the world;for divesting the Claremont Colleges from Israel;for Palestinian liberation",390,2024,NA,"Chenoweth","Claremont","CA",2,3,"Democratic-State","Private","west","Gaza Related","No Arrests"
"841",2024-10-07,"claremont","ca","Scripps College","scripps college","Vigil for Palestine and Lebanon",NA,"Claremont Jewish Voice for Peace; Nishmat at the 5Cs; Claremont Muslim Student Association","students; faculty; staff; community members","in remembrance of people killed in Israel's attacks in Lebanon and Palestine;in solidarity with oppressed people around the world;for Palestinian liberation",100,2024,NA,"Chenoweth","Claremont","CA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"842",2024-10-07,"davis","ca","University of California-Davis","university of california davis",NA,NA,"UC Davis SJP; Revolutionary Student Union; Davis Graduate, Medical, Veterinary, & Law Students 4 Palestine","students; faculty","against genocide in Gaza;for Palestinian liberation",200,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"843",2024-10-07,"davis","ca","University of California-Davis","university of california davis",NA,NA,"Aggies for Israel","students; community members","against pro-Palestine demonstration;in solidarity with Israel",30,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"844",2024-10-07,"fullerton","ca","California State University-Fullerton","california state university fullerton","365 Days of Genocide: Resist Until Liberation",NA,"SJP at CSUF; RevComs; Titan YDSA; VROC; SWANA; CSU Fullerton Muslim Student Association; Latinx Scholars; Iranian Student Association; CSUF North African Student Association; Orange County Communists; Viet Rainbow","students; community members","against genocide in Gaza;against colonialism;against imperialism;for Palestinian liberation",60,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"845",2024-10-07,"irvine","ca","University of California-Irvine","university of california irvine","Rage for One Year of Genocide on Gaza",NA,"SJP at UCI; UC Divest at UCI","students","against genocide in Gaza;for divesting University of California Irvine from Israel;for Palestinian liberation",125,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"846",2024-10-07,"long beach","ca","California State University-Long Beach","california state university long beach",NA,NA,"LA FUERZA; CSULB SJP; Beach Interfaith; Muslim Student Association","students of multiple faiths; faculty","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"847",2024-10-07,"los angeles","ca","Occidental College","occidental college","Remembering the Life of Marcellus Khaliifah Williams",NA,"SJP at Oxy; JVP","students","against genocide in Gaza;in remembrance of Marcellus Williams and Palestinians killed in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Los Angeles","CA",2,3,"Democratic-State","Private","west","Gaza Related","No Arrests"
"848",2024-10-07,"los angeles","ca","University of California-Los Angeles","university of california los angeles","We Will Honor All Our Martyrs",NA,"SJP at UCLA; Faculty for Justice in Palestine at UCLA; Graduate Students for Justice in Palestine at UCLA; Palestine Solidarity Collective at UCLA; Middle Eastern Student Association; JVP at UCLA; Muslim Student Association; Anakbayan UCLA; Internationalist Group","students; community members","for divesting University of California from Israel;against genocide in Gaza;against Israel's attacks on Lebanon;for Palestinian liberation;for workers action against U.S./Israel genocidal war on Gaza",162,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"849",2024-10-07,"los angeles","ca","University of California-Los Angeles","university of california los angeles",NA,NA,NA,"students","against pro-Palestinian rally;in solidarity with Israel",5,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"850",2024-10-07,"los angeles","ca","University of California-Los Angeles","university of california los angeles",NA,NA,"Hillel at UCLA; Bruins for Israel; Alpha Epsilon Pi; Bruins for Israel Public Affairs Committee; Students Supporting Israel at UCLA; Chabad at UCLA; Jewish Faculty Resilience Group at UCLA","students; faculty; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",200,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"851",2024-10-07,"los angeles","ca","University of California-Los Angeles","university of california los angeles",NA,NA,NA,NA,"against pro-Israel march;against genocide in Gaza;for Palestinian liberation",2,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"852",2024-10-07,"los angeles","ca","University of Southern California","university of southern california","One Year of Genocide, One Year of Resistance",NA,"USC SJP; USC Divest from Death; SCALE at USC; JVP USC","students","for divesting University of Southern California from Israel;against genocide in Gaza;for Palestinian liberation",100,2024,NA,"Chenoweth","Los Angeles","CA",2,4,"Democratic-State","Private","west","Gaza Related","Arrests"
"853",2024-10-07,"los angeles","ca","University of Southern California","university of southern california","USC Remembers: October 7",NA,"USC Hillel; Chabad; Shoah Foundation; Trojans for Israel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",175,2024,NA,"Chenoweth","Los Angeles","CA",2,4,"Democratic-State","Private","west","Gaza Related","Arrests"
"854",2024-10-07,"los angeles","ca","University of Southern California","university of southern california",NA,NA,NA,"onlookers","against pro-Israel vigil;for Palestinian liberation",2,2024,NA,"Chenoweth","Los Angeles","CA",2,4,"Democratic-State","Private","west","Gaza Related","Arrests"
"855",2024-10-07,"merced","ca","University of California-Merced","university of california merced","Vigil for Palestine",NA,"Students for Justice in Palestine UC Merced; Young Democratic Socialists of America UC Merced Chapter","students","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"856",2024-10-07,"orange","ca","Chapman University","chapman university","One Year of Genocide",NA,"SJP Chapman; Asian Youth Collective; Chapman Feminists; Jewish Anti-Zionists at Chapman University","students","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Orange","CA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"857",2024-10-07,"rohnert park","ca","Sonoma State University","sonoma state university","Hostage Remembrance October 7 Vigil",NA,"Hillel of Sonoma County; StandWithUs",NA,"in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Rohnert Park","CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"858",2024-10-07,"san diego","ca","San Diego State University","san diego state university",NA,NA,"Hillel","students","in commemoration of the anniversary of the October 7th attack on Israel;in solidarity with Israel",NA,2024,NA,"Chenoweth","San Diego","CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"859",2024-10-07,"san diego","ca","University of California-San Diego","university of california san diego",NA,NA,"Hillel","students; faculty; members of the Jewish community","in commemoration of the anniversary of the October 7th attack on Israel;in solidarity with Israel",150,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"860",2024-10-07,"san diego","ca","University of California-San Diego","university of california san diego",NA,NA,NA,"students","against genocide in Gaza;for Palestinian liberation",300,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"861",2024-10-07,"san diego","ca","University of California-San Diego","university of california san diego",NA,NA,"UC San Diego Students Supporting Israel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"862",2024-10-07,"san jose","ca","San Jose State University","san jose state university","Peace Takes Flight",NA,"Hillel of Silicon Valley; Jewish Silicon Valley; SSI SJSU; Jewish Community Federation",NA,"in remembrance of people killed in the October 7th attack on Israel;in solidarity with Israel;for the return of Israeli hostages held by Hamas",NA,2024,NA,"Chenoweth","San Jose","CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"863",2024-10-07,"san jose","ca","San Jose State University","san jose state university","Speak Out for Palestine Rally and March",NA,"SJSU SJP; SJSU SDS","students","against genocide in Gaza;for Palestinian liberation;against SJSU's complicity in Palestinian genocide",80,2024,NA,"Chenoweth","San Jose","CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"864",2024-10-07,"san luis obispo","ca","California Polytechnic State University-San Luis Obispo","california state polytechnic university san luis obispo",NA,NA,"Mustangs United for Israel; SLO Hillel; SLO Mishelanu","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"865",2024-10-07,"santa barbara","ca","University of California-Santa Barbara","university of california santa barbara",NA,NA,"Students Supporting Israel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"866",2024-10-07,"santa barbara","ca","University of California-Santa Barbara","university of california santa barbara","Honoring Our Martyrs",NA,"UCSB SJP; JVP","students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",60,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"867",2024-10-07,"santa cruz","ca","University of California-Santa Cruz","university of california santa cruz","One Year of Genocide Walk Out for Palestine",NA,"Revolutionary Student Organization; Jews Against White Supremacy UCSC; SJP Santa Cruz","students","against genocide in Gaza;for Palestinian liberation;against voting in the upcoming presedential election;against zionism",105,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"868",2024-10-07,"stanford","ca","Stanford University","stanford university","Let Our People Go",NA,"Hillel at Stanford","students; staff","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Stanford","CA",2,4,"Democratic-State","Private","west","Gaza Related","Arrests"
"869",2024-10-07,"denver","co","University of Colorado Denver/Anschutz Medical Campus","auraria campus","Commemorating October 7th on Auraria Campus",NA,"Hillel Colorado; MSU Denver; Golda Meir House",NA,"in commemoration of the anniversary of the October 7th attack on Israel;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"CO",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"870",2024-10-07,"denver","co","University of Colorado Denver/Anschutz Medical Campus","auraria campus; union station","Shut It Down 4 Palestine",NA,"Colorado Palestine Coalition; Denver SDS; PSL Denver; U.S. Palestinian Community Network; Denver Communists; Denver Anti-War Action; DSA; JVP Denver/Boulder; FRSO Denver; Veterans for Peace",NA,"against genocide in Gaza;for Palestinian liberation",130,2024,NA,"Chenoweth",NA,"CO",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"871",2024-10-07,"denver","co","University of Denver","university of denver","Vigil for Palestine",NA,"DU for Palestine; National Lawyers Guild","students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Denver","CO",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"872",2024-10-07,"fort collins","co","Colorado State University-Fort Collins","colorado state university","Vigil for Our Martyrs",NA,"CSU SJP; Northern Colorado Liberation Coalition","students","in remembrance of Palestinians killed in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CO",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"873",2024-10-07,"fort collins","co","Colorado State University-Fort Collins","colorado state university","Walk Out for Palestine",NA,"CSU SJP","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CO",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"874",2024-10-07,"greeley","co","University of Northern Colorado","university of northern colorado","One Year of Genocide",NA,"Greeley Students for Palestine","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Greeley","CO",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"875",2024-10-07,"mansfield","ct","University of Connecticut","university of connecticut","Candlelight Vigil",NA,"UConn SJP; Veterans for Peace","students","in remembrance of Palestinians murdered in Gaza in the past year;for Palestinian liberation",NA,2024,NA,"Chenoweth","Storrs","CT",1,4,"Democratic-State","Public","northeast","Gaza Related","Arrests"
"876",2024-10-07,"new haven","ct","Yale University","yale university","Solidarity Vigil",NA,"Yale FSJP","faculty; staff; students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","New Haven","CT",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"877",2024-10-07,"west haven","ct","University of New Haven","university of new haven",NA,NA,"YDSA; PRIDE; Muslim Student Association; Latin American Student Association","students","for ceasefire in Gaza;for divesting University of New Haven from Israel;against genocide in Gaza;for Palestinian liberation",20,2024,NA,"Chenoweth","West Haven","CT",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"878",2024-10-07,"washington","dc","American University","american university",NA,NA,"AU SJP","students","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Washington","DC",2,4,"Democratic-State","Private","south","Gaza Related","No Arrests"
"879",2024-10-07,"washington","dc","George Washington University","james monroe park; george washington university",NA,NA,"SJP; DMV chapter of SJP; Muslim Student Association; GW Black Defiance","students;  Office of Student Life officials","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",125,2024,NA,"Chenoweth",NA,"DC",2,4,"Democratic-State","Private","south","Gaza Related","Arrests"
"880",2024-10-07,"gainesville","fl","University of Florida","university of florida",NA,NA,"University of Florida SJP","students; faculty","for Palestinian liberation;against genocide in Gaza;against the University of Florida's investment in Israel",125,2024,NA,"Chenoweth","Gainesville","FL",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"881",2024-10-07,"gainesville","fl","University of Florida","university of florida",NA,NA,NA,NA,"for christian zionism",2,2024,NA,"Chenoweth","Gainesville","FL",1,4,"Republican-State","Public","south","Non-Gaza Related","Arrests"
"882",2024-10-07,"miami","fl","Florida International University","florida international university","October 7th Vigil",NA,"Hillel FIU; Chabad FIU","students; faculty; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Miami","FL",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"883",2024-10-07,"orlando","fl","University of Central Florida","university of central florida","For Gaza We Rise",NA,"Florida Palestine Network; SJP CFL; Orlando PSL; Diaspora Pa'lante Collective; Manal and the Olive Trees","students; community members","against genocide in Gaza;in honor of the martyrs of Palestine and Lebanon and Marcellus Williams and all oppressed peoples;for Palestinian liberation",NA,2024,NA,"Chenoweth","Orlando","FL",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"884",2024-10-07,"athens","ga","University of Georgia","university of georgia","One Year of Genocide, One Year of Resistance",NA,"Students for Socialism; PSL","students","against genocide in Gaza;for Palestinian liberation;against the University of Georgia's complicity in genocide",24,2024,NA,"Chenoweth","Athens","GA",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"885",2024-10-07,"athens","ga","University of Georgia","university of georgia",NA,NA,NA,NA,"in solidarity with Israel",2,2024,NA,"Chenoweth","Athens","GA",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"886",2024-10-07,"athens","ga","University of Georgia","university of georgia",NA,NA,"Hillel of Georgia; Chabad of Athens-UGA; Hillel of UGA; Congregation Children of Israel; Dawgs for Israel","students; faculty; staff; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",125,2024,NA,"Chenoweth","Athens","GA",1,4,"Republican-State","Public","south","Gaza Related","Arrests"
"887",2024-10-07,"kennesaw","ga","Kennesaw State University","kennesaw state university","KSU Walkout for Palestine",NA,"Students for Socialism; PSL","students","against genocide in Gaza;for Palestinian liberation",40,2024,NA,"Chenoweth","Kennesaw","GA",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"888",2024-10-07,"kennesaw","ga","Kennesaw State University","kennesaw state university",NA,NA,"Chabad at Kennesaw State; Hillel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",100,2024,NA,"Chenoweth","Kennesaw","GA",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"889",2024-10-07,"chicago","il","Illinois Institute of Technology","chicago-kent college of law",NA,NA,NA,NA,"in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"890",2024-10-07,"chicago","il","DePaul University","depaul university",NA,NA,"SJP","students","in remembrance of Palestinians killed in genocide in Gaza;for divesting DePaul University from Israel;for Palestinian liberation",100,2024,NA,"Chenoweth","Chicago","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","Arrests"
"891",2024-10-07,"chicago","il","DePaul University","depaul university",NA,NA,NA,NA,"against pro-Palestine demonstration;in solidarity with Israel",NA,2024,NA,"Chenoweth","Chicago","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","Arrests"
"892",2024-10-07,"chicago","il","DePaul University","depaul university",NA,NA,"DePaul Students Supporting Israel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Chicago","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","Arrests"
"893",2024-10-07,"chicago","il","University of Illinois Chicago","university of illinois at chicago","For Gaza We Rise",NA,"SJP at UIC; Anakbayan at UIC; SDS at UIC; Mexican Students de Aztlan at UIC; FRSO; Faculty and Staff for Justice in Palestine","students; faculty; staff; community members","against genocide in Gaza;for Palestinian liberation",125,2024,NA,"Chenoweth",NA,"IL",1,4,"Democratic-State","Public","midwest","Gaza Related","No Arrests"
"894",2024-10-07,"dekalb","il","Northern Illinois University","northern illinois university","For Gaza We Rise",NA,"SJP at NIU","students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Dekalb","IL",1,4,"Democratic-State","Public","midwest","Gaza Related","No Arrests"
"895",2024-10-07,"evanston","il","Northwestern University","northwestern university",NA,NA,"Northwestern SJP","students; community members","against genocide in Gaza;for Palestinian liberation;for Northwestern's divestment from Israel;in remembrance of lives lost in Lebanon;in remembrance of lives lost in Syria;in remembrance of lives lost in Palestine",100,2024,NA,"Chenoweth","Evanston","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"896",2024-10-07,"evanston","il","Northwestern University","northwestern university",NA,NA,NA,NA,"against pro-Palestine demonstration;in solidarity with Israel",NA,2024,NA,"Chenoweth","Evanston","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"897",2024-10-07,"evanston","il","Northwestern University","northwestern university",NA,NA,"Wildcats for Israel; NU Hillel","students; community members","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",200,2024,NA,"Chenoweth","Evanston","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"898",2024-10-07,"bloomington","in","Indiana University-Bloomington","indiana university","One Year of Genocide, One Year of Resistance",NA,"IU Divestment Coalition; Palestine Solidarity Coalition at IU","students","in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",100,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"899",2024-10-07,"bloomington","in","Indiana University-Bloomington","indiana university","One Year of Genocide Emergency Mobilization",NA,NA,"students","against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"900",2024-10-07,"indianapolis","in","Butler University","butler university",NA,NA,"Israel on Campus Coalition; Butler College Republicans","students","in commemoration of the anniversary of the October 7th attack on Israel;for return of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Indianapolis","IN",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"901",2024-10-07,"indianapolis","in","Butler University","butler university",NA,NA,"Butler Hillel","students; faculty; staff","in commemoration of the anniversary of the October 7th attack on Israel;for return of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth","Indianapolis","IN",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"902",2024-10-07,"indianapolis","in","Butler University","butler university",NA,NA,"Butler SJP","students; faculty; staff","in remembrance of Palestinians killed in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Indianapolis","IN",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"903",2024-10-07,"south bend","in","University of Notre Dame","university of notre dame",NA,NA,"Occupation Free ND",NA,"for divesting University of Notre Dame from weapons manufacturing;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Notre Dame","IN",2,4,"Republican-State","Private","midwest","Gaza Related","Arrests"
"904",2024-10-07,"highland heights","ky","Northern Kentucky University","northern kentucky university",NA,NA,"Norse SJP","students","against genocide in Gaza;for divesting Northern Kentucky University from Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Highland Heights","KY",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"905",2024-10-07,"lexington","ky","University of Kentucky","university of kentucky","A Vigil for One Year of Genocide",NA,"Lexington for Palestine; Coalition for Palestine at University of Kentucky","students; community members","in remembrance of Palestinians killed in genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Lexington","KY",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"906",2024-10-07,"louisville","ky","University of Louisville","university of louisville","Shut It Down 4 Palestine",NA,"Louisville SJP; Louisville DSA; Young Communist League; Louisville Student Union for Divestment","students; community members","for divesting University of Louisville from Israel;against genocide in Gaza;for Palestinian liberation",50,2024,NA,"Chenoweth","Louisville","KY",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"907",2024-10-07,"baton rouge","la","Louisiana State University and Agricultural & Mechanical College","louisiana state university",NA,NA,"Students for a Democratic Society","students","against genocide in Gaza;for divesting Louisiana State University from Israel;for Palestinian liberation",30,2024,NA,"Chenoweth",NA,"LA",1,4,"Republican-State","Public","south","Gaza Related","No Arrests"
"908",2024-10-07,"new orleans","la","Loyola University New Orleans","loyola university",NA,NA,"SDS; SJP","students","against genocide in Gaza;for Palestinian liberation",20,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","No Arrests"
"909",2024-10-07,"new orleans","la","Tulane University of Louisiana","tulane university",NA,NA,"Tulane Students Supporting Israel","students","in commemoration of the anniversary of the October 7th attack on Israel;for release of hostages held by Hamas;in solidarity with Israel",NA,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","Arrests"
